ajhmm
=========== Running FOLD 1 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
      14        0.00152974    0.00997431     0.0118498
      15        0.00232406     0.0131148     0.0138227
      16         0.0034167     0.0160438      0.015443
      17        0.00475611     0.0177843     0.0162947
      18        0.00611232     0.0175084     0.0160926
      19        0.00709073     0.0152555     0.0149309
      20        0.00731966      0.011884     0.0133086
      21        0.00671089    0.00827473     0.0118203
      22        0.00557404    0.00498898     0.0107722
      23        0.00440795    0.00281048     0.0100874
      24        0.00353517    0.00293213    0.00949953
      25        0.00297833    0.00275569    0.00877046
      26        0.00260526    0.00237899      0.007795
      27         0.0022887    0.00188046    0.00660525
      28        0.00196649    0.00133994    0.00535271
      29        0.00163341    0.00083007    0.00420131
      30        0.00131152   0.000399933    0.00317733
      31        0.00102471   6.88803e-05    0.00233362
      32        0.00078651   0.000200178    0.00188844
      33       0.000599118    0.00032692    0.00156738
      34       0.000457421   0.000429466    0.00132898
      35       0.000353295   0.000497178     0.0011572
      36       0.000278391    0.00056823    0.00103744
      37       0.000225435   0.000631226   0.000957628
      38       0.000188596   0.000689145   0.000908206
      39       0.000163413   0.000744206   0.000881782
      40       0.000146563   0.000797867   0.000927501
      41       0.000135607    0.00085091    0.00100639
      42       0.000128757   0.000903576    0.00108545
      43        0.00012471   0.000955683    0.00116374
      44       0.000122503    0.00100675     0.0012402
      45       0.000121426    0.00105607    0.00131367
      46        0.00012095    0.00110286    0.00138298
      47       0.000120681    0.00114623    0.00144696
      48       0.000120328    0.00118537    0.00150454
      49       0.000119683     0.0012195    0.00155476
      50       0.000118605    0.00124798    0.00159683
      51       0.000117007    0.00127033    0.00163018
      52       0.000114849    0.00128622    0.00165444
      53       0.000112129    0.00129552    0.00166952
      54       0.000108877    0.00129827     0.0016755
      55       0.000105144    0.00129466    0.00167272
      56       0.000100999    0.00128503    0.00166167
      57       9.65176e-05    0.00126983    0.00164299
      58       9.17825e-05    0.00124959    0.00161742
      59       8.68739e-05    0.00122488    0.00158578
      60       8.18682e-05    0.00119631     0.0015489
      61       7.68349e-05    0.00116448    0.00150761
      62       7.18353e-05    0.00112999    0.00146275
      63       6.69219e-05    0.00109339    0.00141507
      64       6.21379e-05    0.00105522     0.0013653
      65       5.75181e-05    0.00101594    0.00131407
      66       5.30889e-05   0.000975989    0.00126197
      67         4.887e-05   0.000935738     0.0012095
      68       4.48746e-05   0.000895519    0.00115712
      69       4.11103e-05   0.000855615    0.00110518
      70       3.75805e-05   0.000816264    0.00105401
      71       3.42846e-05   0.000777667    0.00100386
      72       3.12192e-05   0.000739984   0.000954951
      73       2.83781e-05   0.000703346   0.000907437
      74       2.57536e-05   0.000667853   0.000861449
      75       2.33364e-05   0.000633578   0.000817077
      76       2.11163e-05   0.000600576   0.000774384
      77       1.90823e-05   0.000568879    0.00073341
      78       1.72233e-05   0.000538504    0.00069417
      79       1.55277e-05   0.000509454   0.000656664
      80       1.39844e-05   0.000481721   0.000620878
      81       1.25823e-05   0.000455288   0.000586784
      82       1.13105e-05   0.000430129   0.000554347
      83       1.01587e-05   0.000406214   0.000523524
      84       9.11723e-06   0.000383505   0.000494264
      85       8.17664e-06   0.000361964   0.000466516
      86       7.32823e-06   0.000341549   0.000440223
      87       6.56383e-06   0.000322216   0.000415326
      88       5.87583e-06    0.00030392   0.000391768
      89        5.2572e-06   0.000286616    0.00036949
      90       4.70141e-06   0.000270259   0.000348431
      91        4.2025e-06   0.000254805   0.000328535
      92       3.75498e-06    0.00024021   0.000309744
      93       3.35383e-06   0.000226431   0.000292004
      94       2.99448e-06   0.000213426    0.00027526
      95       2.67276e-06   0.000201156    0.00025946
      96       2.38487e-06   0.000189581   0.000244555
      97        2.1274e-06   0.000178666   0.000230497
      98       1.89724e-06   0.000168373   0.000217239
      99       1.69157e-06   0.000158668   0.000204739
     100       1.50786e-06    0.00014952   0.000192954
     101       1.34382e-06   0.000140898   0.000181844
     102        1.1974e-06   0.000132771   0.000171372
     103       1.06675e-06   0.000125167   0.000161741
     104       9.50191e-07   0.000118187   0.000152706
     105       8.46241e-07   0.000111585    0.00014416
     106       7.53557e-07   0.000105341   0.000136079
     107       6.70936e-07   9.94362e-05    0.00012844
     108         5.973e-07   9.38545e-05   0.000121219
     109       5.31686e-07   8.85789e-05   0.000114395
     110       4.73229e-07   8.35935e-05   0.000107947
     111       4.21158e-07   7.88832e-05   0.000101856
     112       3.74782e-07   7.44334e-05   9.61029e-05
     113       3.33484e-07   7.02304e-05   9.06694e-05
     114       2.96713e-07   6.62609e-05   8.55386e-05
     115       2.63977e-07   6.25125e-05   8.06942e-05
     116       2.34837e-07   5.89733e-05   7.61206e-05
     117         2.089e-07   5.56319e-05   7.18032e-05
     118       1.85816e-07   5.24776e-05    6.7728e-05
     119       1.65274e-07   4.95002e-05   6.38817e-05
     120       1.46995e-07   4.66899e-05   6.02518e-05
     121       1.30731e-07   4.40377e-05   5.68263e-05
     122       1.16261e-07   4.15348e-05    5.3594e-05
     123       1.03389e-07    3.9173e-05   5.05441e-05
     124       9.19376e-08   3.69445e-05   4.76666e-05
     125       8.17517e-08   3.48418e-05   4.49518e-05
     126       7.26918e-08   3.28579e-05   4.23907e-05
     127       6.46338e-08   3.09863e-05   3.99746e-05
     128       5.74673e-08   2.92207e-05   3.76955e-05
     129       5.10939e-08   2.75551e-05   3.55457e-05
     130       4.54261e-08    2.5984e-05   3.35179e-05
     131        4.0386e-08    2.4502e-05   3.16053e-05
     132       3.59042e-08   2.31042e-05   2.98014e-05
     133       3.19191e-08   2.17858e-05      2.81e-05
     134       2.83757e-08   2.05423e-05   2.64954e-05
     135       2.52251e-08   1.93695e-05   2.49822e-05
     136        2.2424e-08   1.82634e-05   2.35551e-05
     137       1.99335e-08   1.72203e-05   2.22092e-05
     138       1.77194e-08   1.62366e-05   2.09401e-05
     139        1.5751e-08   1.53089e-05   1.97433e-05
     140        1.4001e-08    1.4434e-05   1.86147e-05
     141       1.24453e-08   1.36091e-05   1.75505e-05
     142       1.10623e-08   1.28312e-05    1.6547e-05
     143       9.83284e-09   1.20976e-05   1.56008e-05
     144       8.73995e-09   1.14059e-05   1.47085e-05
     145       7.76845e-09   1.07536e-05   1.38672e-05
     146       6.90486e-09   1.01386e-05    1.3074e-05
     147       6.13722e-09   9.55873e-06    1.2326e-05
     148       5.45488e-09   9.01194e-06   1.16208e-05
     149       4.84836e-09   8.49638e-06   1.09559e-05
     150       4.30924e-09   8.01027e-06    1.0329e-05
     151       3.83004e-09   7.55194e-06   9.73787e-06
     152       3.40411e-09   7.11979e-06   9.18056e-06
     153       3.02552e-09   6.71235e-06   8.65511e-06
     154       2.68902e-09    6.3282e-06    8.1597e-06
     155       2.38994e-09     5.966e-06   7.69262e-06
     156        2.1241e-09   5.62452e-06   7.25226e-06
     157       1.88783e-09   5.30256e-06   6.83708e-06
     158       1.67783e-09   4.99902e-06   6.44565e-06
     159       1.49118e-09   4.71284e-06   6.07662e-06
     160       1.32529e-09   4.44302e-06    5.7287e-06
     161       1.17786e-09   4.18865e-06   5.40068e-06
     162       1.04681e-09   3.94882e-06   5.09144e-06
     163        9.3035e-10   3.72272e-06   4.79989e-06
     164       8.26839e-10   3.50956e-06   4.52503e-06
     165       7.34844e-10   3.30859e-06   4.26589e-06
     166       6.53081e-10   3.11913e-06    4.0216e-06
     167       5.80413e-10   2.94051e-06   3.79128e-06
     168       5.15831e-10   2.77211e-06   3.57415e-06
     169       4.58435e-10   2.61336e-06   3.36945e-06
     170       4.07421e-10   2.46369e-06   3.17647e-06
     171       3.62085e-10   2.32259e-06   2.99454e-06
     172       3.21793e-10   2.18957e-06   2.82302e-06
     173       2.85984e-10   2.06416e-06   2.66133e-06
     174       2.54159e-10   1.94593e-06   2.50889e-06
     175       2.25876e-10   1.83447e-06   2.36518e-06
     176       2.00738e-10    1.7294e-06    2.2297e-06
     177       1.78401e-10   1.63034e-06   2.10198e-06
     178       1.58546e-10   1.53695e-06   1.98158e-06
     179       1.40902e-10   1.44892e-06   1.86807e-06
     180       1.25221e-10   1.36592e-06   1.76106e-06
     181       1.11286e-10   1.28768e-06   1.66018e-06
     182       9.88986e-11   1.21391e-06   1.56507e-06
     183       8.78936e-11   1.14437e-06   1.47542e-06
     184       7.81118e-11   1.07882e-06    1.3909e-06
     185       6.94166e-11   1.01702e-06   1.31122e-06
     186       6.16922e-11   9.58758e-07    1.2361e-06
     187       5.48263e-11   9.03834e-07   1.16529e-06
     188       4.87235e-11   8.52056e-07   1.09853e-06
     189       4.33002e-11   8.03244e-07    1.0356e-06
     190       3.84831e-11   7.57227e-07   9.76269e-07
Algorithm converged after 190 iterations.

estr =

    0.7406    0.2594
    0.2643    0.7357


esem =

    0.5857    0.2964    0.1179    0.0000    0.0000
    0.0000    0.0000    0.1776    0.2845    0.5378


s =

    51

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00466489   0.000430904   0.000551386
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7182    0.2818
    0.2584    0.7416


s =

    52

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00147409   0.000210292   0.000190383
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7400    0.2600
    0.2413    0.7587


s =

    53

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00474482   2.49941e-05   2.99296e-05
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7326    0.2674
    0.2559    0.7441


s =

    54

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2       0.000739049    0.00164823    0.00150979
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7317    0.2683
    0.2707    0.7293


s =

    55

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00235401   0.000114925   0.000129375
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7452    0.2548
    0.2747    0.7253


s =

    56

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00473323    0.00197824    0.00233998
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7723    0.2277
    0.2550    0.7450


s =

    57

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00405542     0.0010079   0.000914939
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7769    0.2231
    0.2659    0.7341


s =

    58

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00618242    0.00127189    0.00138233
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7237    0.2763
    0.2303    0.7697


s =

    59

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00469139    0.00486594    0.00416945
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7529    0.2471
    0.2556    0.7444


s =

    60

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00198393   0.000444486   0.000217441
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7515    0.2485
    0.2344    0.7656

=========== Running FOLD 7 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2         0.0276401   6.24431e-05    0.00102804
       3       1.45668e-05   0.000134005    0.00119889
       4       2.00544e-05   0.000224983    0.00142081
       5       2.95097e-05    0.00034826    0.00170464
       6       4.48353e-05   0.000521583    0.00207171
       7       6.91513e-05   0.000770514     0.0026155
       8       0.000107446    0.00113236    0.00329517
       9       0.000167618    0.00166121     0.0041432
      10       0.000262109    0.00243351    0.00519542
      11        0.00041036    0.00355163    0.00648653
      12       0.000642228    0.00513861    0.00803948
      13        0.00100191    0.00730853    0.00984383
      14        0.00154981     0.0100865     0.0118187
      15        0.00235442     0.0132575     0.0137648
      16        0.00345814     0.0161953     0.0153377
      17        0.00480277     0.0179044     0.0161181
      18        0.00614683     0.0175607     0.0158296
      19        0.00708638     0.0152336     0.0145904
      20         0.0072546     0.0118072     0.0129273
      21        0.00658525    0.00816621     0.0114501
      22        0.00541215    0.00486877     0.0104651
      23        0.00424269    0.00276182    0.00988873
      24        0.00339396    0.00293188    0.00944372
      25        0.00288035    0.00281111    0.00887215
      26        0.00256118    0.00248445    0.00803988
      27        0.00229845    0.00201862    0.00695139
      28        0.00201892    0.00148752    0.00571117
      29        0.00171055   0.000965841    0.00454147
      30        0.00139529   0.000510627    0.00347185
      31        0.00110202   0.000150568    0.00256944
      32       0.000850679   0.000176921    0.00201726
      33       0.000648524   0.000290828    0.00166115
      34       0.000493348   0.000406156    0.00139247
      35       0.000378183   0.000477141    0.00119565
      36       0.000294811   0.000527094    0.00105568
      37       0.000235634   0.000585094   0.000959741
      38       0.000194372   0.000638457   0.000897549
      39       0.000166143   0.000689591   0.000861106
      40       0.000147278   0.000740107   0.000844271
      41       0.000135075   0.000790923   0.000894957
      42       0.000127556    0.00084239   0.000973948
      43       0.000123278   0.000894415    0.00105366
      44       0.000121179    0.00094658    0.00113314
      45       0.000120474   0.000998228     0.0012113
      46       0.000120575    0.00104855    0.00128695
      47       0.000121038    0.00109665    0.00135889
      48       0.000121529    0.00114161    0.00142591
      49       0.000121799    0.00118254    0.00148687
      50       0.000121666    0.00121863    0.00154075
      51       0.000121007     0.0012492    0.00158669
      52        0.00011975    0.00127371    0.00162403
      53       0.000117863    0.00129181    0.00165233
      54       0.000115353    0.00130331    0.00167141
      55       0.000112254    0.00130821     0.0016813
      56       0.000108624    0.00130668    0.00168226
      57       0.000104538    0.00129903    0.00167473
      58       0.000100078    0.00128567    0.00165931
      59        9.5332e-05    0.00126714    0.00163673
      60       9.03862e-05    0.00124398    0.00160778
      61       8.53221e-05    0.00121681     0.0015733
      62       8.02141e-05    0.00118623    0.00153412
      63       7.51274e-05    0.00115283    0.00149108
      64       7.01177e-05    0.00111719    0.00144495
      65       6.52311e-05    0.00107982    0.00139647
      66       6.05041e-05    0.00104122    0.00134631
      67       5.59649e-05    0.00100182    0.00129507
      68       5.16342e-05   0.000962004    0.00124326
      69        4.7526e-05   0.000922112    0.00119136
      70       4.36487e-05   0.000882433    0.00113974
      71        4.0006e-05   0.000843213    0.00108875
      72       3.65978e-05   0.000804659    0.00103866
      73        3.3421e-05    0.00076694   0.000989678
      74         3.047e-05   0.000730191   0.000941996
      75       2.77371e-05    0.00069452   0.000895748
      76       2.52135e-05   0.000660008   0.000851036
      77       2.28892e-05   0.000626712   0.000807933
      78       2.07538e-05   0.000594673   0.000766486
      79       1.87961e-05   0.000563913    0.00072672
      80       1.70051e-05   0.000534441   0.000688643
      81       1.53696e-05   0.000506253   0.000652245
      82       1.38788e-05   0.000479336   0.000617509
      83       1.25221e-05   0.000453671   0.000584402
      84       1.12891e-05   0.000429229   0.000552887
      85       1.01702e-05    0.00040598    0.00052292
      86       9.15611e-06   0.000383885   0.000494451
      87       8.23803e-06   0.000362908   0.000467429
      88       7.40776e-06   0.000343006   0.000441799
      89       6.65766e-06   0.000324139   0.000417505
      90        5.9806e-06   0.000306262   0.000394491
      91       5.36998e-06   0.000289334   0.000372701
      92        4.8197e-06   0.000273311   0.000352077
      93       4.32414e-06   0.000258151   0.000332566
      94       3.87817e-06   0.000243813   0.000314114
      95       3.47705e-06   0.000230257   0.000296668
      96       3.11648e-06   0.000217443   0.000280178
      97       2.79252e-06   0.000205334   0.000264594
      98       2.50159e-06   0.000193893   0.000249869
      99       2.24043e-06   0.000183086   0.000235959
     100        2.0061e-06   0.000172878   0.000222819
     101       1.79591e-06   0.000163438   0.000210893
     102       1.60744e-06   0.000154724   0.000199626
     103        1.4385e-06   0.000146455   0.000188937
     104       1.28711e-06    0.00013861   0.000178798
     105       1.15148e-06   0.000131171   0.000169184
     106       1.02999e-06   0.000124117   0.000160071
     107       9.21209e-07   0.000117432   0.000151434
     108       8.23817e-07   0.000111096   0.000143251
     109        7.3664e-07   0.000105094   0.000135499
     110       6.58621e-07   9.94079e-05   0.000128157
     111       5.88809e-07   9.40228e-05   0.000121204
     112       5.26351e-07   8.89235e-05   0.000114621
     113       4.70479e-07   8.40955e-05    0.00010839
     114       4.20506e-07   7.95252e-05   0.000102492
     115       3.75814e-07   7.51992e-05   9.69094e-05
     116        3.3585e-07    7.1105e-05   9.16269e-05
     117       3.00117e-07   6.72306e-05   8.66287e-05
     118       2.68171e-07   6.35646e-05   8.18998e-05
     119       2.39613e-07   6.00961e-05   7.74262e-05
     120       2.14085e-07   5.68147e-05   7.31945e-05
     121       1.91268e-07   5.37107e-05   6.91918e-05
     122       1.70875e-07   5.07746e-05    6.5406e-05
     123        1.5265e-07   4.79975e-05   6.18257e-05
     124       1.36364e-07   4.53711e-05   5.84399e-05
     125       1.21812e-07   4.28873e-05   5.52381e-05
     126       1.08808e-07   4.05385e-05   5.22106e-05
     127         9.719e-08   3.83174e-05   4.93481e-05
     128       8.68098e-08   3.62172e-05   4.66415e-05
     129       7.75361e-08   3.42315e-05   4.40826e-05
     130       6.92513e-08    3.2354e-05   4.16634e-05
     131       6.18503e-08    3.0579e-05   3.93763e-05
     132       5.52391e-08   2.89008e-05   3.72142e-05
     133       4.93335e-08   2.73144e-05   3.51704e-05
     134       4.40583e-08   2.58146e-05   3.32383e-05
     135       3.93466e-08   2.43969e-05   3.14121e-05
     136       3.51381e-08   2.30567e-05   2.96858e-05
     137       3.13792e-08   2.17899e-05   2.80541e-05
     138        2.8022e-08   2.05925e-05   2.65118e-05
     139       2.50236e-08   1.94607e-05   2.50541e-05
     140       2.23458e-08   1.83909e-05   2.36763e-05
     141       1.99542e-08   1.73797e-05   2.23741e-05
     142       1.78185e-08    1.6424e-05   2.11434e-05
     143       1.59111e-08   1.55207e-05   1.99802e-05
     144       1.42077e-08    1.4667e-05   1.88809e-05
     145       1.26866e-08   1.38602e-05    1.7842e-05
     146       1.13282e-08   1.30976e-05   1.68601e-05
     147       1.01152e-08   1.23769e-05   1.59322e-05
     148       9.03202e-09   1.16958e-05   1.50552e-05
     149       8.06475e-09   1.10522e-05   1.42265e-05
     150       7.20101e-09   1.04438e-05   1.34433e-05
     151       6.42974e-09   9.86896e-06   1.27032e-05
     152       5.74104e-09   9.32568e-06   1.20037e-05
     153       5.12607e-09   8.81227e-06   1.13428e-05
     154       4.57695e-09   8.32709e-06   1.07182e-05
     155       4.08663e-09   7.86859e-06   1.01279e-05
     156       3.64883e-09   7.43531e-06   9.57014e-06
     157        3.2579e-09   7.02586e-06   9.04305e-06
     158       2.90885e-09   6.63893e-06   8.54498e-06
     159       2.59718e-09    6.2733e-06   8.07431e-06
     160        2.3189e-09   5.92779e-06   7.62955e-06
     161       2.07043e-09   5.60129e-06   7.20927e-06
     162       1.84857e-09   5.29275e-06   6.81213e-06
     163       1.65048e-09   5.00121e-06   6.43685e-06
     164       1.47362e-09   4.72571e-06   6.08223e-06
     165        1.3157e-09   4.46537e-06   5.74714e-06
     166        1.1747e-09   4.21937e-06    5.4305e-06
     167       1.04881e-09   3.98692e-06   5.13129e-06
     168       9.36407e-10   3.76726e-06   4.84857e-06
     169       8.36051e-10    3.5597e-06   4.58141e-06
     170       7.46445e-10   3.36357e-06   4.32897e-06
     171       6.66444e-10   3.17824e-06   4.09043e-06
     172       5.95016e-10   3.00312e-06   3.86503e-06
     173       5.31242e-10   2.83764e-06   3.65205e-06
     174       4.74303e-10   2.68128e-06    3.4508e-06
     175       4.23465e-10   2.53353e-06   3.26064e-06
     176       3.78077e-10   2.39392e-06   3.08095e-06
     177       3.37552e-10     2.262e-06   2.91117e-06
     178        3.0137e-10   2.13735e-06   2.75073e-06
     179       2.69068e-10   2.01956e-06   2.59914e-06
     180       2.40225e-10   1.90826e-06    2.4559e-06
     181       2.14476e-10    1.8031e-06   2.32055e-06
     182       1.91486e-10   1.70373e-06   2.19266e-06
     183       1.70959e-10   1.60984e-06   2.07181e-06
     184       1.52634e-10   1.52111e-06   1.95763e-06
     185       1.36272e-10   1.43728e-06   1.84973e-06
     186       1.21664e-10   1.35807e-06   1.74779e-06
     187       1.08624e-10   1.28322e-06   1.65146e-06
     188       9.69782e-11    1.2125e-06   1.56043e-06
     189        8.6583e-11   1.14567e-06   1.47443e-06
     190       7.73006e-11   1.08252e-06   1.39316e-06
     191       6.90153e-11   1.02286e-06   1.31638e-06
     192       6.16159e-11   9.66484e-07   1.24382e-06
     193       5.50117e-11   9.13214e-07   1.17526e-06
     194       4.91123e-11    8.6288e-07   1.11049e-06
     195       4.38492e-11   8.15321e-07   1.04928e-06
     196       3.91495e-11   7.70382e-07   9.91443e-07
Algorithm converged after 196 iterations.

estr =

    0.7394    0.2606
    0.2628    0.7372


esem =

    0.5872    0.2956    0.1173    0.0000    0.0000
    0.0000    0.0000    0.1794    0.2829    0.5377


s =

    61

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00116101   0.000974435     0.0011993
